18400	220832
18500	220715
18600	222654
18700	225823
18800	226760
18900	230087
19000	231798
19100	233668
19200	238575
19300	240519
19400	241969
19500	245677
19600	250359
19700	249775
19800	252712
19900	256681
20000	258000
20100	259637
20200	261893
20300	263433
20400	267382
20500	268494
20600	271381
20700	274851
20800	277148
20900	279151
21000	282539
21100	285714
21200	288485
21300	292084
21400	293786
21500	297110
21600	300912
21700	302838
21800	306978
21900	307869
22000	311823
22100	316134
22200	319388
22300	319962
22400	328680
22500	327412
22600	326889
22700	337136
22800	337167
22900	339404
23000	342267
23100	343861
23200	347112
23300	349892
23400	353152
23500	355656
23600	359709
23700	359873
23800	366473
23900	367191
24000	371660
24100	375593
24200	376148
24300	378490
24400	386067
24500	386230
24600	389290
24700	392335
24800	395737
24900	401653
25000	403690
25100	406344
25200	420921
25300	413305
25400	414070
25500	415964
25600	422461
25700	442102
25800	441957
25900	447766
26000	438927
26100	438250
26200	442804
26300	445856
26400	449564
26500	451311
26600	455248
26700	458414
26800	463082
26900	467184
27000	468665
27100	472721
27200	474937
27300	480623
27400	482075
27500	485928
27600	489985
27700	496998
27800	496946
27900	500911
28000	506189
28100	568712
28200	538183
28300	512005
28400	515012
28500	518857
28600	522143
28700	526134
28800	529646
28900	533546
29000	536901
29100	542196
29200	559593
29300	584923
29400	589207
29500	573303
29600	564858
29700	573254
29800	575552
29900	572876
30000	597706
30100	586933
30200	584833
30300	589538
30400	592258
30500	619766
30600	658843
30700	624914
30800	611505
30900	616424
31000	615990
31100	622053
31200	636979
31300	638102
31400	639084
31500	640412
31600	637844
31700	642929
31800	651284
31900	658048
32000	657358
32100	661873
32200	667057
32300	671148
32400	674451
32500	678420
32600	682002
32700	686260
32800	692476
32900	694797
33000	699120
33100	706415
33200	707867
33300	711407
33400	716904
33500	722429
33600	723924
33700	728709
33800	733442
33900	738104
34000	741140
34100	745227
34200	747457
34300	752056
34400	759925
34500	764835
34600	767581
34700	773503
34800	777598
34900	781824
35000	787284
35100	791228
35200	795020
35300	800084
35400	804272
35500	805245
35600	812107
35700	822051
35800	822706
35900	830382
36000	834077
36100	838623
36200	846141
36300	848867
36400	853875
36500	854184
36600	859372
36700	865955
36800	872866
36900	879710
37000	885584
37100	881105
37200	887800
37300	893571
37400	901337
37500	903370
37600	909435
37700	930642
37800	915654
37900	919617
38000	926039
38100	931081
38200	932985
38300	938240
38400	944824
38500	950581
38600	952189
38700	955562
38800	964878
38900	971198
39000	975350
39100	981138
39200	985838
39300	989127
39400	995546
39500	1002112
39600	1005466
39700	1010222
39800	1016088
39900	1023911
40000	1024494
40100	1033501
40200	1034117
40300	1042326
40400	1044094
40500	1057151
40600	1076860
40700	1061111
40800	1069189
40900	1073326
41000	1078771
41100	1087388
41200	1087575
41300	1096293
41400	1100468
41500	1102953
41600	1107252
41700	1111934
41800	1117812
41900	1126612
42000	1133465
42100	1138170
42200	1147035
42300	1152822
42400	1152105
42500	1154244
42600	1160982
42700	1167378
42800	1172319
42900	1180598
43000	1183865
43100	1188229
43200	1195852
43300	1207443
43400	1219210
43500	1219157
43600	1241933
43700	1232674
43800	1232410
43900	1236678
44000	1246116
44100	1258521
44200	1258809
44300	1265748
44400	1265358
44500	1268944
44600	1283282
44700	1282532
44800	1284787
44900	1292932
45000	1298078
45100	1304675
45200	1311904
45300	1322405
45400	1332088
45500	1342603
45600	1338760
45700	1345992
45800	1347157
45900	1370813
46000	1361655
46100	1366592
46200	1362472
46300	1373189
46400	1380378
46500	1387617
46600	1395932
46700	1400408
46800	1405309
46900	1420207
47000	1429746
47100	1437704
47200	1441277
47300	1439179
47400	1434654
47500	1442891
47600	1447209
47700	1457829
47800	1460604
47900	1478676
48000	1479348
48100	1482487
48200	1491255
48300	1496115
48400	1502368
48500	1509734
48600	1515469
48700	1520896
48800	1530156
48900	1536495
49000	1541865
49100	1547017
49200	1568912
49300	1557775
49400	1566143
49500	1571480
49600	1573182
49700	1596700
49800	1593574
49900	1613747
50000	1612768
50100	1615332
50200	1617693
50300	1614290
50400	1620382
50500	1630792
50600	1642692
50700	1643982
50800	1650889
50900	1653109
51000	1668959
51100	1677641
51200	1681564
51300	1685375
51400	1687725
51500	1699909
51600	1713408
51700	1715569
51800	1721271
51900	1736578
52000	1743092
52100	1750010
52200	1754998
52300	1754807
52400	1779003
52500	1765779
52600	1804492
52700	1772357
52800	1804344
52900	1784635
53000	1806439
53100	1801129
53200	1832497
53300	1823895
53400	1857700
53500	1845675
53600	1843821
53700	1870694
53800	1853854
53900	1863694
54000	1867253
54100	1871427
54200	1892988
54300	1988342
54400	1955688
54500	1943338
54600	1933523
54700	1935504
54800	1931200
54900	1963835
55000	1953517
55100	1956085
55200	1967973
55300	1976050
55400	1981524
55500	1985475
55600	1985532
55700	2004109
55800	2047485
55900	2016035
56000	2010032
56100	2018416
56200	2025658
56300	2029468
56400	2039518
56500	2046716
56600	2080625
56700	2070274
56800	2065105
56900	2073076
57000	2081433
57100	2095329
57200	2117135
57300	2118354
57400	2166674
57500	2152159
57600	2137315
57700	2148825
57800	2152338
57900	2166425
58000	2164616
58100	2173321
58200	2168288
58300	2171456
58400	2176847
58500	2183023
58600	2192140
58700	2200199
58800	2205761
58900	2214927
59000	2221185
59100	2230607
59200	2235921
59300	2245824
59400	2251035
59500	2260085
59600	2267282
59700	2280648
59800	2299892
59900	2293877
60000	2299597
60100	2307192
60200	2332297
60300	2346298
60400	2340378
60500	2345304
60600	2347321
60700	2370401
60800	2365698
60900	2385275
61000	2383207
61100	2394253
61200	2389634
61300	2406131
61400	2412162
61500	2432753
61600	2451548
61700	2440256
61800	2458093
61900	2454635
62000	2473424
62100	2480592
62200	2495186
62300	2488530
62400	2497121
62500	2492277
62600	2556126
62700	2515663
62800	2523767
62900	2527501
63000	2560748
63100	2570858
63200	2562699
63300	2571836
